transaction_id,customer_id,transaction_date,amount,transaction_type,merchant_name,merchant_category,location,ip_address,fraud_flag
TXN_special_226,CUST_special_226,2025-01-09,5398,Refund,"Gardner, Erickson and King",Online Services,"South Katrinaberg, Thailand",10.200.10.10334,true
TXN_special_202,CUST_special_202,2025-02-09,4274,Refund,Mccullough Group,Online Services,"South Cody, American Samoa",10.200.10.92948,true
TXN_special_328,CUST_special_328,2024-07-18,8172,Refund,"Morgan, Hamilton and Hernandez",Online Services,"Rossbury, Djibouti",10.200.10.28371,true
TXN_special_294,CUST_special_294,2025-04-06,878,Refund,"Patrick, Franklin and Martinez",Online Services,"Howellshire, Bolivia",10.200.10.94028,true
TXN_special_159,CUST_special_159,2024-06-24,8785,Refund,"Gilmore, Ray and Beasley",Online Services,"West Elizabeth, Swaziland",10.200.10.82422,true
TXN_special_443,CUST_special_443,2024-08-19,925,Refund,Trujillo Inc,Online Services,"Hahnborough, Kazakhstan",10.200.10.67407,true
TXN_special_506,CUST_special_506,2025-04-12,8068,Refund,Montgomery-Hines,Online Services,"East Tina, Cook Islands",10.200.10.24945,true
TXN_special_507,CUST_special_507,2024-08-11,7180,Refund,Solomon-Le,Online Services,"East Alexander, Vietnam",10.200.10.17825,true
TXN_special_628,CUST_special_628,2024-07-25,403,Refund,Moore-Ayala,Online Services,"North Tinamouth, Bosnia and Herzegovina",10.200.10.27777,true
TXN_special_544,CUST_special_544,2025-04-05,611,Refund,Chambers and Sons,Online Services,"Anthonyfort, Czech Republic",10.200.10.61096,true
TXN_special_91,CUST_special_91,2024-12-06,8146,Refund,Trujillo-Buck,Online Services,"Humphreyville, Niue",10.200.10.49816,true
TXN_special_191,CUST_special_191,2024-12-22,9732,Refund,Schmidt-Mcintosh,Online Services,"Brittanyfurt, Thailand",10.200.10.46169,true
TXN_special_384,CUST_special_384,2024-07-08,2488,Refund,Jackson-Phillips,Online Services,"Judithtown, Tajikistan",10.200.10.76025,true
TXN_special_477,CUST_special_477,2024-10-11,9423,Refund,"Simon, Carlson and White",Online Services,"Jillianland, Solomon Islands",10.200.10.31427,true
TXN_special_42,CUST_special_42,2024-07-10,9886,Refund,"Gonzalez, Smith and Padilla",Online Services,"Kevinton, Svalbard & Jan Mayen Islands",10.200.10.26447,true
TXN_special_4,CUST_special_4,2025-03-02,6318,Refund,"Smith, Spencer and Jones",Online Services,"Gillborough, Norfolk Island",10.200.10.89298,true
TXN_special_479,CUST_special_479,2025-01-04,8662,Refund,Hoover and Sons,Online Services,"Port Samuel, Hungary",10.200.10.71846,true
TXN_special_227,CUST_special_227,2025-01-16,4909,Refund,Ruiz Ltd,Online Services,"East Morganview, Tajikistan",10.200.10.72098,true
TXN_special_430,CUST_special_430,2024-10-01,8193,Refund,Hanson-Alexander,Online Services,"Vincenthaven, Sri Lanka",10.200.10.47321,true
TXN_special_341,CUST_special_341,2024-09-18,8655,Refund,Shelton Inc,Online Services,"Port Katelynfort, Maldives",10.200.10.78877,true
TXN_special_359,CUST_special_359,2024-07-08,1685,Refund,Mccormick-Rivera,Online Services,"Lake Pamela, Georgia",10.200.10.23245,true
TXN_special_266,CUST_special_266,2025-05-07,1909,Refund,Dalton Inc,Online Services,"Crystalstad, Malaysia",10.200.10.95236,true
TXN_special_311,CUST_special_311,2024-06-22,6608,Refund,Sullivan-Cline,Online Services,"North Gwendolynmouth, Guernsey",10.200.10.53379,true
TXN_special_596,CUST_special_596,2025-02-09,6178,Refund,Morton LLC,Online Services,"South Audreyfurt, Sri Lanka",10.200.10.22308,true
TXN_special_522,CUST_special_522,2024-12-22,424,Refund,Larson-Holmes,Online Services,"Wrightfort, Antigua and Barbuda",10.200.10.36038,true
TXN_special_16,CUST_special_16,2025-03-11,8714,Refund,"Miller, Montgomery and Gross",Online Services,"Brandyhaven, Seychelles",10.200.10.86652,true
TXN_special_368,CUST_special_368,2024-06-26,5559,Refund,"Snyder, Campos and Callahan",Online Services,"Tylerside, Norway",10.200.10.17582,true
TXN_special_620,CUST_special_620,2025-02-11,2155,Refund,"Reed, Carter and Tucker",Online Services,"North Donaldville, Mali",10.200.10.22955,true
TXN_special_322,CUST_special_322,2024-08-26,2501,Refund,Hayden Ltd,Online Services,"Natashastad, Romania",10.200.10.63137,true
TXN_special_439,CUST_special_439,2025-05-13,3080,Refund,Bradshaw-Griffin,Online Services,"Gillespieburgh, Macao",10.200.10.34255,true
TXN_special_519,CUST_special_519,2024-09-09,712,Refund,Henderson-Wallace,Online Services,"Bakerfort, Montserrat",10.200.10.61633,true
TXN_special_7,CUST_special_7,2025-03-29,1893,Refund,Rodriguez LLC,Online Services,"Greenfurt, Paraguay",10.200.10.72840,true
TXN_special_372,CUST_special_372,2024-08-11,1363,Refund,Murphy-Tran,Online Services,"Moralesland, Latvia",10.200.10.37590,true
TXN_special_153,CUST_special_153,2024-12-11,577,Refund,"Clark, Hall and Cole",Online Services,"Sparksshire, Senegal",10.200.10.81198,true
TXN_special_210,CUST_special_210,2024-09-28,4055,Refund,"Rose, Gates and Bailey",Online Services,"Markport, Uzbekistan",10.200.10.50198,true
TXN_special_215,CUST_special_215,2024-10-28,5845,Refund,"Jones, Phillips and Arroyo",Online Services,"Alicetown, Uzbekistan",10.200.10.39377,true
TXN_special_10,CUST_special_10,2025-04-19,4658,Refund,Lane-Duarte,Online Services,"Berryland, South Africa",10.200.10.43026,true
TXN_special_154,CUST_special_154,2024-07-27,934,Refund,Schmidt-Mcintosh,Online Services,"North Kelly, Estonia",10.200.10.95861,true
TXN_special_108,CUST_special_108,2024-12-10,2974,Refund,Park Inc,Online Services,"South Maryshire, Bolivia",10.200.10.48924,true
TXN_special_94,CUST_special_94,2025-02-19,5280,Refund,"Johnson, Jimenez and Phillips",Online Services,"West Jenniferchester, Cambodia",10.200.10.99994,true
TXN_special_434,CUST_special_434,2025-01-23,9937,Refund,Richmond-Ball,Online Services,"Thompsonfort, Malaysia",10.200.10.37347,true
TXN_special_39,CUST_special_39,2024-12-17,5238,Refund,Garcia-Lozano,Online Services,"Drewborough, Micronesia",10.200.10.60171,true
TXN_special_419,CUST_special_419,2025-01-12,170,Refund,"Turner, Ellis and Terry",Online Services,"Lake Shannon, Mauritania",10.200.10.48085,true
TXN_special_18,CUST_special_18,2024-07-15,9305,Refund,"Owens, Warren and Dillon",Online Services,"Smithton, Moldova",10.200.10.79133,true
TXN_special_305,CUST_special_305,2025-01-07,1880,Refund,"Leon, Hale and Winters",Online Services,"Clarkhaven, Spain",10.200.10.67539,true
TXN_special_21,CUST_special_21,2025-04-07,7780,Refund,"Sanchez, Torres and Campbell",Online Services,"Lake Yvettetown, Bermuda",10.200.10.58644,true
TXN_special_137,CUST_special_137,2025-04-29,7474,Refund,"Hernandez, Collins and Adkins",Online Services,"Amyberg, Yemen",10.200.10.67726,true
TXN_special_90,CUST_special_90,2024-10-06,658,Refund,"Wood, Hunter and Peterson",Online Services,"South Suzanneshire, Palestinian Territory",10.200.10.85828,true
TXN_special_331,CUST_special_331,2024-07-30,8948,Refund,"Lopez, Austin and Buchanan",Online Services,"South Catherine, Thailand",10.200.10.25776,true
TXN_special_369,CUST_special_369,2024-05-23,3658,Refund,Mendez-Graham,Online Services,"New Loristad, Senegal",10.200.10.23750,true
TXN_special_260,CUST_special_260,2025-04-22,851,Refund,Brooks-Hartman,Online Services,"Russellmouth, Saint Pierre and Miquelon",10.200.10.90585,true
TXN_special_231,CUST_special_231,2024-07-22,1320,Refund,"Stafford, Fisher and Avila",Online Services,"South Ronald, Belgium",10.200.10.93644,true
TXN_special_37,CUST_special_37,2025-01-15,5611,Refund,Chandler-Price,Online Services,"West Tiffany, French Guiana",10.200.10.39513,true
TXN_special_425,CUST_special_425,2025-02-05,4793,Refund,"Doyle, Jones and Fitzgerald",Online Services,"Sallyport, Albania",10.200.10.74618,true
TXN_special_152,CUST_special_152,2025-05-05,8794,Refund,Wolf PLC,Online Services,"North Marthafurt, Macao",10.200.10.41269,true
TXN_special_8,CUST_special_8,2025-04-10,556,Refund,"Harding, Kerr and Ward",Online Services,"North Cassandraberg, Uruguay",10.200.10.64847,true
TXN_special_217,CUST_special_217,2024-06-26,3563,Refund,Mills Inc,Online Services,"Port Kristina, Benin",10.200.10.63539,true
TXN_special_543,CUST_special_543,2024-11-15,7811,Refund,Cohen Group,Online Services,"Lake Susan, Djibouti",10.200.10.22935,true
TXN_special_61,CUST_special_61,2024-11-03,612,Refund,Watkins-Nguyen,Online Services,"East Victoriatown, Guyana",10.200.10.96599,true
TXN_special_117,CUST_special_117,2024-05-31,6087,Refund,Snyder-Smith,Online Services,"Lake Shelby, Northern Mariana Islands",10.200.10.11699,true
TXN_special_444,CUST_special_444,2024-12-02,5915,Refund,"Douglas, Sanchez and Stokes",Online Services,"North Jerry, Cyprus",10.200.10.59201,true
TXN_special_631,CUST_special_631,2025-02-12,3255,Refund,"Perez, Roach and Bailey",Online Services,"Ramirezmouth, Austria",10.200.10.93218,true
TXN_special_424,CUST_special_424,2025-01-02,6637,Refund,Williams-Riley,Online Services,"Port Sarah, Bhutan",10.200.10.78402,true
TXN_special_182,CUST_special_182,2024-12-10,477,Refund,Morton-Chase,Online Services,"West Johnfurt, Gibraltar",10.200.10.44627,true
TXN_special_59,CUST_special_59,2024-05-22,8270,Refund,Castillo Group,Online Services,"New Michael, Bermuda",10.200.10.60027,true
TXN_special_545,CUST_special_545,2024-05-21,1539,Refund,Chambers and Sons,Online Services,"Williamchester, Congo",10.200.10.64621,true
TXN_special_551,CUST_special_551,2025-04-19,1246,Refund,Tran PLC,Online Services,"Lake Richard, Tajikistan",10.200.10.58845,true
TXN_special_533,CUST_special_533,2024-11-23,4950,Refund,"Davidson, Allison and Clark",Online Services,"Ruizstad, Philippines",10.200.10.58297,true
TXN_special_318,CUST_special_318,2024-10-01,7447,Refund,Casey-Brown,Online Services,"Smithstad, French Southern Territories",10.200.10.90365,true
TXN_special_62,CUST_special_62,2025-01-05,900,Refund,Moore-Ware,Online Services,"Bakerfort, Montserrat",10.200.10.22244,true
TXN_special_515,CUST_special_515,2024-08-10,4986,Refund,"Turner, Robbins and Young",Online Services,"Port Michaelmouth, Monaco",10.200.10.59149,true
TXN_special_557,CUST_special_557,2025-05-14,9106,Refund,Young-Matthews,Online Services,"Jessicachester, Monaco",10.200.10.86195,true
TXN_special_280,CUST_special_280,2024-11-13,2475,Refund,Gillespie Ltd,Online Services,"South Gary, Croatia",10.200.10.95332,true
TXN_special_80,CUST_special_80,2025-03-10,1317,Refund,Barnes and Sons,Online Services,"Lake Desireebury, Kuwait",10.200.10.85242,true
TXN_special_624,CUST_special_624,2024-07-07,1781,Refund,Miller LLC,Online Services,"South Mark, Lesotho",10.200.10.93081,true
TXN_special_385,CUST_special_385,2024-10-13,9458,Refund,Cain Inc,Online Services,"Aaronview, Russian Federation",10.200.10.55122,true
TXN_special_287,CUST_special_287,2024-10-30,4291,Refund,"Reynolds, Watts and Bass",Online Services,"Lake Terrychester, Cote d'Ivoire",10.200.10.25541,true
TXN_special_398,CUST_special_398,2024-07-03,9813,Refund,"Beard, Peters and Black",Online Services,"Chaneychester, Croatia",10.200.10.93925,true
TXN_special_560,CUST_special_560,2024-11-23,5169,Refund,"Arnold, Williams and Jarvis",Online Services,"Douglastown, French Guiana",10.200.10.37245,true
TXN_special_122,CUST_special_122,2024-10-25,1724,Refund,Morgan-Schwartz,Online Services,"East Tammyburgh, British Indian Ocean Territory (Chagos Archipelago)",10.200.10.93317,true
TXN_special_438,CUST_special_438,2024-11-02,4797,Refund,Ramos LLC,Online Services,"East Willieside, Micronesia",10.200.10.36026,true
TXN_special_29,CUST_special_29,2024-07-04,8436,Refund,Lee and Sons,Online Services,"New Walterville, Tuvalu",10.200.10.21921,true
TXN_special_406,CUST_special_406,2024-05-31,6534,Refund,"Wallace, Brown and Martinez",Online Services,"Christophershire, Vanuatu",10.200.10.65163,true
TXN_special_242,CUST_special_242,2025-02-20,6896,Refund,Fuentes Inc,Online Services,"Randolphborough, Uzbekistan",10.200.10.87122,true
TXN_special_89,CUST_special_89,2024-06-07,6272,Refund,Maddox Group,Online Services,"New Brian, Dominica",10.200.10.19647,true
TXN_special_448,CUST_special_448,2025-02-20,6959,Refund,Perez PLC,Online Services,"Monicaville, Jordan",10.200.10.92653,true
TXN_special_219,CUST_special_219,2024-10-27,3143,Refund,Lopez-Salinas,Online Services,"South Kelly, Mauritius",10.200.10.23636,true
TXN_special_333,CUST_special_333,2025-02-21,3201,Refund,Woods-Hicks,Online Services,"Lake Jenniferborough, Tunisia",10.200.10.63240,true
TXN_special_493,CUST_special_493,2025-02-06,8400,Refund,Smith-Diaz,Online Services,"Lake Martha, Rwanda",10.200.10.84210,true
TXN_special_339,CUST_special_339,2025-02-19,7993,Refund,Orozco LLC,Online Services,"Adrienneburgh, Angola",10.200.10.27005,true
TXN_special_261,CUST_special_261,2025-03-12,9952,Refund,Duran and Sons,Online Services,"New Julie, Albania",10.200.10.66355,true
TXN_special_499,CUST_special_499,2025-04-23,4683,Refund,"Medina, Best and Ward",Online Services,"West James, Tonga",10.200.10.70893,true
TXN_special_269,CUST_special_269,2025-05-01,8206,Refund,"Cantu, George and Gomez",Online Services,"Aguilarchester, Netherlands Antilles",10.200.10.77881,true
TXN_special_241,CUST_special_241,2025-03-30,1342,Refund,"Morrison, Miller and Santiago",Online Services,"Port Jessica, Slovenia",10.200.10.88804,true
TXN_special_126,CUST_special_126,2024-10-14,7778,Refund,Moore-Aguilar,Online Services,"Gonzalezborough, Albania",10.200.10.67115,true
TXN_special_455,CUST_special_455,2025-01-23,7695,Refund,"Lopez, Marshall and Miller",Online Services,"New Meghanborough, Brunei Darussalam",10.200.10.87797,true
TXN_special_162,CUST_special_162,2024-10-26,9766,Refund,Jenkins-Miles,Online Services,"Dawsonburgh, Nepal",10.200.10.12066,true
TXN_special_44,CUST_special_44,2024-08-07,5296,Refund,"Phillips, Gutierrez and Davidson",Online Services,"Patriciaburgh, Finland",10.200.10.83143,true
TXN_special_203,CUST_special_203,2025-01-31,7482,Refund,Cochran-Meadows,Online Services,"Kimberlyhaven, Finland",10.200.10.16310,true
TXN_special_185,CUST_special_185,2024-11-24,9975,Refund,"Robinson, Johnson and Swanson",Online Services,"North Paulbury, Georgia",10.200.10.70982,true
TXN_special_428,CUST_special_428,2024-06-05,786,Refund,Collins Group,Online Services,"Daisyburgh, Martinique",10.200.10.75927,true
TXN_special_392,CUST_special_392,2024-12-18,8384,Refund,Shannon Ltd,Online Services,"Cohenmouth, Philippines",10.200.10.13401,true
TXN_special_235,CUST_special_235,2025-04-28,9217,Refund,"Henderson, Brown and Baker",Online Services,"Port Jamesberg, Luxembourg",10.200.10.84063,true
TXN_special_189,CUST_special_189,2024-12-19,4674,Refund,Gardner Inc,Online Services,"Bethanyland, Angola",10.200.10.71089,true
TXN_special_513,CUST_special_513,2025-05-14,1551,Refund,"Johnson, Bailey and Davenport",Online Services,"New Brittneyton, Fiji",10.200.10.28578,true
TXN_special_476,CUST_special_476,2025-02-06,5465,Refund,Johnson-Owens,Online Services,"Acevedohaven, Nigeria",10.200.10.12966,true
TXN_special_69,CUST_special_69,2025-03-16,4639,Refund,Hendricks-Green,Online Services,"New Trevorside, Latvia",10.200.10.97937,true
TXN_special_422,CUST_special_422,2025-05-13,5958,Refund,George-Williams,Online Services,"New Raymond, Botswana",10.200.10.17422,true
TXN_special_274,CUST_special_274,2024-11-03,5232,Refund,Wolf-Williams,Online Services,"Prattstad, Bosnia and Herzegovina",10.200.10.77203,true
TXN_special_121,CUST_special_121,2025-01-17,6026,Refund,"Ramos, Wilkerson and Wolf",Online Services,"Diazfort, Ethiopia",10.200.10.93371,true
TXN_special_212,CUST_special_212,2025-03-12,3350,Refund,Orr Inc,Online Services,"Kaylaland, Syrian Arab Republic",10.200.10.77346,true
TXN_special_431,CUST_special_431,2024-11-26,4904,Refund,Austin-Juarez,Online Services,"Erikaburgh, Argentina",10.200.10.91122,true
TXN_special_605,CUST_special_605,2025-05-13,2743,Refund,Berry-Rivera,Online Services,"Garciatown, Montserrat",10.200.10.22593,true
TXN_special_26,CUST_special_26,2024-06-01,5076,Refund,Thomas-Burton,Online Services,"Michaelchester, Philippines",10.200.10.86863,true
TXN_special_72,CUST_special_72,2024-10-14,9224,Refund,Hughes Group,Online Services,"Christopherbury, Palestinian Territory",10.200.10.84102,true
TXN_special_480,CUST_special_480,2025-04-06,5518,Refund,Hudson Group,Online Services,"Port Leahport, Falkland Islands (Malvinas)",10.200.10.90612,true
TXN_special_440,CUST_special_440,2024-07-27,1643,Refund,Morris Ltd,Online Services,"North Steven, Spain",10.200.10.20476,true
TXN_special_388,CUST_special_388,2025-02-20,57,Refund,"Cooper, Gutierrez and Brewer",Online Services,"East Conniefurt, Cape Verde",10.200.10.78231,true
TXN_special_540,CUST_special_540,2024-09-10,7051,Refund,Montgomery PLC,Online Services,"Michaelfurt, Malawi",10.200.10.23992,true
TXN_special_494,CUST_special_494,2024-10-18,3807,Refund,Spencer LLC,Online Services,"Port Gary, Sri Lanka",10.200.10.60812,true
TXN_special_289,CUST_special_289,2024-08-16,7145,Refund,Travis-Kelly,Online Services,"Hesstown, India",10.200.10.84339,true
TXN_special_43,CUST_special_43,2025-05-05,4956,Refund,Foster-Vasquez,Online Services,"Jamesbury, Fiji",10.200.10.95752,true
TXN_special_534,CUST_special_534,2024-06-17,3767,Refund,Bennett-Yang,Online Services,"Samanthaview, Montenegro",10.200.10.90181,true
TXN_special_402,CUST_special_402,2024-12-08,8805,Refund,"Pacheco, Burns and Cortez",Online Services,"Angelachester, Israel",10.200.10.17647,true
TXN_special_36,CUST_special_36,2024-11-24,4562,Refund,Hester-Parrish,Online Services,"Williamsburgh, Ecuador",10.200.10.53771,true
TXN_special_528,CUST_special_528,2024-09-07,336,Refund,Hernandez-Jones,Online Services,"North Barbara, Aruba",10.200.10.94762,true
TXN_special_393,CUST_special_393,2024-07-02,4652,Refund,Pruitt-Webb,Online Services,"Leeburgh, Samoa",10.200.10.28826,true
TXN_special_621,CUST_special_621,2024-09-04,4922,Refund,Johns-Chavez,Online Services,"New Kennethstad, Congo",10.200.10.66229,true
TXN_special_83,CUST_special_83,2025-02-10,8671,Refund,"Diaz, Anderson and Browning",Online Services,"Port Justin, Philippines",10.200.10.94281,true
TXN_special_190,CUST_special_190,2025-05-15,5717,Refund,Sloan-Lynch,Online Services,"Marietown, Montenegro",10.200.10.78157,true
TXN_special_204,CUST_special_204,2024-08-01,2823,Refund,Levy Ltd,Online Services,"Lake Shannon, Heard Island and McDonald Islands",10.200.10.95623,true
TXN_special_527,CUST_special_527,2024-08-08,2820,Refund,"Bridges, Harrison and Johnson",Online Services,"Gabrielborough, Zimbabwe",10.200.10.83290,true
TXN_special_529,CUST_special_529,2024-12-01,4729,Refund,Velazquez PLC,Online Services,"Melissaview, Niue",10.200.10.16565,true
TXN_special_489,CUST_special_489,2024-12-22,6118,Refund,Sanders-Walker,Online Services,"Port Michelleborough, American Samoa",10.200.10.75528,true
TXN_special_590,CUST_special_590,2024-06-29,2583,Refund,"Scott, Wilson and Daugherty",Online Services,"East Danielmouth, Brunei Darussalam",10.200.10.85197,true
TXN_special_38,CUST_special_38,2025-03-04,3136,Refund,"Vasquez, Schwartz and Stafford",Online Services,"Gonzalezstad, Korea",10.200.10.73056,true
TXN_special_379,CUST_special_379,2024-08-23,5497,Refund,"Chavez, Conway and Sosa",Online Services,"Samuelport, Bouvet Island (Bouvetoya)",10.200.10.87175,true
TXN_special_336,CUST_special_336,2025-03-04,6341,Refund,Peterson-Ramsey,Online Services,"Lake Colleentown, Lesotho",10.200.10.41658,true
TXN_special_571,CUST_special_571,2024-06-10,2735,Refund,"Nicholson, Valentine and Robinson",Online Services,"Brownmouth, Gibraltar",10.200.10.78188,true
TXN_special_327,CUST_special_327,2024-08-22,5143,Refund,"Moore, Collins and Bradshaw",Online Services,"Sandraland, Ukraine",10.200.10.10381,true
TXN_special_613,CUST_special_613,2024-11-13,9424,Refund,Ward-Richardson,Online Services,"Port Michelleburgh, Namibia",10.200.10.90836,true
TXN_special_155,CUST_special_155,2024-10-03,8166,Refund,Levy-Lewis,Online Services,"Lake Mitchelltown, New Caledonia",10.200.10.56873,true
TXN_special_31,CUST_special_31,2024-06-13,9318,Refund,"Park, Butler and Jackson",Online Services,"Johnsonland, Grenada",10.200.10.45109,true
TXN_special_567,CUST_special_567,2024-09-21,5722,Refund,"Morgan, Leon and Cameron",Online Services,"Mcculloughberg, Philippines",10.200.10.22626,true
TXN_special_216,CUST_special_216,2024-07-22,1816,Refund,Barton Ltd,Online Services,"South Davidchester, Korea",10.200.10.38015,true
TXN_special_184,CUST_special_184,2025-01-19,8725,Refund,"Pacheco, Burns and Cortez",Online Services,"East Tammyburgh, British Indian Ocean Territory (Chagos Archipelago)",10.200.10.43316,true
TXN_special_537,CUST_special_537,2024-10-21,4874,Refund,Jarvis-Yates,Online Services,"Burgesston, Cocos (Keeling) Islands",10.200.10.82419,true
TXN_special_510,CUST_special_510,2024-12-21,1911,Refund,Shepherd LLC,Online Services,"New Crystalchester, Uruguay",10.200.10.63653,true
TXN_special_265,CUST_special_265,2024-09-09,7916,Refund,Price-Ali,Online Services,"West Scott, Bahamas",10.200.10.28602,true
TXN_special_307,CUST_special_307,2024-10-30,7653,Refund,"Shaffer, Contreras and Christian",Online Services,"West Alecmouth, Uruguay",10.200.10.61308,true
TXN_special_586,CUST_special_586,2025-03-15,9662,Refund,Powers PLC,Online Services,"North Kevin, United States of America",10.200.10.29220,true
TXN_special_512,CUST_special_512,2025-01-26,5630,Refund,"King, Wright and Reynolds",Online Services,"New Amandamouth, Mozambique",10.200.10.16703,true
TXN_special_172,CUST_special_172,2024-05-30,3118,Refund,Schultz-Gonzalez,Online Services,"North Richard, Lesotho",10.200.10.10173,true
TXN_special_208,CUST_special_208,2024-11-02,3880,Refund,"Cruz, Morris and Bell",Online Services,"Molinachester, Nauru",10.200.10.26941,true
TXN_special_118,CUST_special_118,2024-07-15,2602,Refund,Bell Group,Online Services,"East Kristin, Turkey",10.200.10.33218,true
TXN_special_315,CUST_special_315,2024-05-23,6158,Refund,Bell-Hardy,Online Services,"Port Kevinmouth, Iran",10.200.10.28854,true
TXN_special_584,CUST_special_584,2024-10-19,6294,Refund,Dorsey-Terry,Online Services,"Sawyerfort, Angola",10.200.10.90251,true
TXN_special_78,CUST_special_78,2024-06-25,5014,Refund,"Haney, Miller and Garcia",Online Services,"West Erinchester, United States of America",10.200.10.55244,true
TXN_special_286,CUST_special_286,2025-02-10,7002,Refund,Gomez Group,Online Services,"Brownfort, Nepal",10.200.10.63737,true
TXN_special_632,CUST_special_632,2024-05-22,3344,Refund,"Carrillo, Murphy and Lopez",Online Services,"Port Jennifer, Cameroon",10.200.10.66765,true
TXN_special_383,CUST_special_383,2024-09-04,1258,Refund,"Adams, Smith and Wright",Online Services,"West Patriciaside, Singapore",10.200.10.29744,true
TXN_special_583,CUST_special_583,2024-10-07,5189,Refund,Wang Ltd,Online Services,"Chapmanfurt, Saint Kitts and Nevis",10.200.10.37961,true
TXN_special_546,CUST_special_546,2025-01-30,4620,Refund,Ochoa Ltd,Online Services,"Port Richard, Taiwan",10.200.10.72616,true
TXN_special_415,CUST_special_415,2025-02-07,7431,Refund,"Suarez, Walker and Mitchell",Online Services,"Port Laura, American Samoa",10.200.10.14534,true
TXN_special_524,CUST_special_524,2024-08-18,7023,Refund,"Hawkins, Marsh and Butler",Online Services,"Port Jenniferton, Cape Verde",10.200.10.71785,true
TXN_special_630,CUST_special_630,2024-11-06,9549,Refund,"Jones, Mcgrath and Marks",Online Services,"Susanshire, Saudi Arabia",10.200.10.39812,true
TXN_special_220,CUST_special_220,2024-10-16,2506,Refund,Gaines-Hawkins,Online Services,"Rosechester, Tuvalu",10.200.10.96940,true
TXN_special_603,CUST_special_603,2025-02-08,2517,Refund,"Jones, Morrow and Lawrence",Online Services,"Carrville, Cocos (Keeling) Islands",10.200.10.81468,true
TXN_special_264,CUST_special_264,2024-12-01,6918,Refund,"Williams, Keller and Brown",Online Services,"New Lynnside, Israel",10.200.10.99883,true
TXN_special_437,CUST_special_437,2025-04-23,8760,Refund,"Ramirez, Armstrong and Olsen",Online Services,"Schroedermouth, Ethiopia",10.200.10.97448,true
TXN_special_447,CUST_special_447,2024-10-03,2598,Refund,Hernandez PLC,Online Services,"East Amanda, Burundi",10.200.10.11591,true
TXN_special_245,CUST_special_245,2024-06-29,1937,Refund,"Wells, Morales and Gallagher",Online Services,"Brownbury, Faroe Islands",10.200.10.42783,true
TXN_special_370,CUST_special_370,2025-03-04,3655,Refund,"Wallace, Brown and Martinez",Online Services,"Kramerton, Aruba",10.200.10.24995,true
TXN_special_57,CUST_special_57,2025-01-04,5365,Refund,Dennis-Wilson,Online Services,"Perryborough, Syrian Arab Republic",10.200.10.35864,true
TXN_special_585,CUST_special_585,2025-03-12,756,Refund,"Hunter, Houston and Johnson",Online Services,"Ruthhaven, Uruguay",10.200.10.49308,true
TXN_special_588,CUST_special_588,2024-09-11,9409,Refund,Harvey Group,Online Services,"Lake Rachel, Palau",10.200.10.38874,true
TXN_special_41,CUST_special_41,2024-10-13,7121,Refund,Davis-Wong,Online Services,"East Melissaside, Nigeria",10.200.10.21984,true
TXN_special_141,CUST_special_141,2024-09-12,8810,Refund,Martin Group,Online Services,"Sullivanberg, Lebanon",10.200.10.51979,true
TXN_special_67,CUST_special_67,2025-05-17,1521,Refund,Walker-Lewis,Online Services,"New Kelly, Brunei Darussalam",10.200.10.27462,true
TXN_special_556,CUST_special_556,2024-05-24,4115,Refund,"Reynolds, Watts and Bass",Online Services,"Wrightburgh, Myanmar",10.200.10.71610,true
TXN_special_441,CUST_special_441,2025-03-10,7443,Refund,"Carter, Alexander and Hunter",Online Services,"Patrickport, Norway",10.200.10.42555,true
TXN_special_229,CUST_special_229,2025-05-17,8405,Refund,Gonzales and Sons,Online Services,"North Katherine, Kuwait",10.200.10.55498,true
TXN_special_629,CUST_special_629,2024-08-30,293,Refund,Vance-Garcia,Online Services,"East Sarahmouth, Andorra",10.200.10.72210,true
TXN_special_416,CUST_special_416,2024-08-01,5922,Refund,"Buchanan, Oliver and Chase",Online Services,"Jonchester, Belgium",10.200.10.96409,true
TXN_special_420,CUST_special_420,2024-12-24,9664,Refund,"Fields, Elliott and Mills",Online Services,"Scottchester, Suriname",10.200.10.36744,true
TXN_special_198,CUST_special_198,2024-08-06,4816,Refund,"Coleman, Nelson and Garcia",Online Services,"North Randy, Djibouti",10.200.10.34501,true
TXN_special_284,CUST_special_284,2025-05-10,1818,Refund,Howell and Sons,Online Services,"Deniseburgh, Afghanistan",10.200.10.59424,true
TXN_special_481,CUST_special_481,2024-10-05,5546,Refund,Bauer PLC,Online Services,"New Stacyland, Dominican Republic",10.200.10.19862,true
TXN_special_5,CUST_special_5,2025-01-21,4702,Refund,Bender PLC,Online Services,"East Melvin, Iran",10.200.10.49712,true
TXN_special_218,CUST_special_218,2024-06-28,9289,Refund,"Solomon, Reyes and Delgado",Online Services,"New Nathanhaven, Peru",10.200.10.98855,true
TXN_special_471,CUST_special_471,2025-04-18,6941,Refund,Short Group,Online Services,"Smithberg, China",10.200.10.12981,true
TXN_special_237,CUST_special_237,2025-04-22,9781,Refund,"Burns, Hernandez and Ryan",Online Services,"East Mikeshire, Malaysia",10.200.10.88242,true
TXN_special_308,CUST_special_308,2025-01-29,6394,Refund,Hoffman Group,Online Services,"North Bianca, Vanuatu",10.200.10.32241,true
TXN_special_303,CUST_special_303,2025-03-25,4673,Refund,"Martin, Greer and Smith",Online Services,"North Brianna, Venezuela",10.200.10.57260,true
